,bill_tot,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Target
6704,440268.0,6705,130000.0,1,2,2,8,0,0,0,0,-1,0,4252.0,3000.0,1537.0,10000.0,21300.0,651.0,0
6705,260054.0,6706,120000.0,1,2,2,7,0,0,0,0,0,0,2000.0,1500.0,1500.0,1500.0,1500.0,1500.0,0
6706,5771.0,6707,160000.0,2,2,2,6,1,-2,-2,-1,-1,-2,0.0,200.0,6171.0,0.0,0.0,0.0,0
6707,91430.0,6708,20000.0,2,2,2,8,0,0,0,0,0,-1,1877.0,1500.0,500.0,0.0,756.0,23750.0,0
6708,171243.0,6709,30000.0,2,2,2,8,2,2,2,0,0,0,3526.0,0.0,1168.0,1060.0,1900.0,0.0,0
6709,198226.0,6710,70000.0,2,2,2,8,0,0,0,0,0,0,4000.0,1595.0,775.0,1000.0,600.0,2000.0,0
6710,281555.0,6711,80000.0,1,3,2,8,0,0,0,-1,0,0,2289.0,1005.0,31063.0,1094.0,1109.0,1013.0,0
6711,21237.0,6712,80000.0,2,2,2,8,0,0,0,-1,-1,0,1128.0,1150.0,1361.0,1402.0,1000.0,344.0,0
6712,480490.0,6713,100000.0,1,2,2,3,0,0,0,0,0,0,4000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0
6713,189347.0,6714,570000.0,1,1,2,7,0,0,0,0,0,-1,15004.0,25000.0,1302.0,1000.0,1666.0,3778.0,0
6714,2670.0,6715,170000.0,1,1,1,4,2,-1,-1,-1,-1,-1,360.0,360.0,360.0,360.0,870.0,0.0,0
6715,14459.0,6716,50000.0,2,2,2,8,1,-1,-1,-1,-1,-1,870.0,590.0,3700.0,1999.0,7300.0,17120.0,0
6716,1548205.0,6717,310000.0,2,1,2,5,0,0,0,0,0,0,11027.0,10500.0,14000.0,10000.0,10000.0,10000.0,0
6717,81005.0,6718,140000.0,1,1,2,8,0,0,0,2,0,0,2000.0,10063.0,0.0,2000.0,5000.0,5000.0,1
6718,375010.0,6719,200000.0,2,2,2,7,0,0,2,0,0,0,4012.0,2008.0,3008.0,9056.0,36100.0,22500.0,0
6719,48197.0,6720,300000.0,2,2,2,8,0,-1,-1,-1,0,0,9670.0,2615.0,10170.0,0.0,0.0,908.0,1
6720,1612988.0,6721,300000.0,2,1,2,8,0,0,0,0,0,0,20006.0,9000.0,10000.0,9000.0,10000.0,8000.0,0
6721,769810.0,6722,140000.0,1,2,2,3,0,0,0,0,0,0,5000.0,140000.0,4000.0,4000.0,4000.0,4000.0,0
6722,329659.0,6723,560000.0,1,1,1,4,-1,-1,-1,-1,-1,-1,69803.0,23560.0,109726.0,48237.0,74014.0,19443.0,0
6723,476754.0,6724,200000.0,1,1,1,4,1,2,2,2,2,2,0.0,10000.0,0.0,40000.0,0.0,15000.0,1
6724,1061153.0,6725,230000.0,2,3,1,7,0,0,0,0,0,0,7016.0,5500.0,5125.0,5031.0,4969.0,5071.0,0
6725,29522.0,6726,200000.0,1,1,1,6,0,0,2,2,2,0,2500.0,0.0,1500.0,0.0,1000.0,1000.0,1
6726,460594.0,6727,160000.0,1,2,2,6,2,2,2,2,2,2,0.0,5500.0,0.0,7500.0,0.0,2000.0,1
6727,1080552.0,6728,220000.0,1,1,2,7,0,0,0,0,0,0,10110.0,12000.0,5852.0,10000.0,6610.0,5836.0,0
6728,232501.0,6729,60000.0,1,3,2,8,0,0,0,0,0,0,3000.0,2000.0,1500.0,1500.0,1300.0,2000.0,0
6729,277227.0,6730,390000.0,2,2,1,4,2,2,2,0,0,0,4514.0,0.0,1528.0,0.0,1000.0,3574.0,1
6730,4521.0,6731,280000.0,2,1,2,5,-2,-2,-2,-2,-2,-2,872.0,262.0,1203.0,150.0,470.0,1000.0,0
6731,151155.0,6732,80000.0,1,1,1,2,0,0,0,0,-2,-2,3300.0,6267.0,0.0,0.0,0.0,4189.0,0
6732,202531.0,6733,360000.0,1,2,1,6,0,0,0,0,0,0,1549.0,1541.0,1212.0,1200.0,1000.0,1000.0,0
6733,114596.0,6734,20000.0,2,2,2,8,0,0,0,0,0,0,1400.0,1200.0,1000.0,6000.0,1000.0,5000.0,0
6734,171169.0,6735,500000.0,2,2,1,7,-1,-1,-1,0,0,0,5700.0,60207.0,1000.0,838.0,4476.0,24236.0,0
6735,19602.0,6736,90000.0,2,1,2,8,-1,-1,-1,0,0,0,3066.0,3832.0,5878.0,0.0,0.0,3316.0,0
6736,171684.0,6737,30000.0,2,1,1,6,0,0,0,0,0,0,1500.0,1500.0,1500.0,1300.0,1100.0,1032.0,0
6737,3883.0,6738,390000.0,1,1,2,4,1,-1,-1,-2,-1,-1,3760.0,0.0,0.0,123.0,0.0,0.0,0
6738,-10.0,6739,360000.0,1,1,1,7,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1
6739,58741.0,6740,10000.0,2,2,2,7,0,0,0,0,0,0,1165.0,1200.0,400.0,520.0,600.0,500.0,0
6740,0.0,6741,150000.0,2,1,1,7,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6741,211066.0,6742,40000.0,2,2,2,8,0,0,0,0,0,0,9000.0,2000.0,2000.0,1349.0,1500.0,1500.0,0
6742,392722.0,6743,210000.0,2,5,2,7,0,0,0,0,0,0,12411.0,13000.0,12340.0,14000.0,12364.0,13000.0,0
6743,182700.0,6744,50000.0,2,2,1,5,0,0,0,0,0,0,1650.0,1317.0,698.0,693.0,1000.0,545.0,0
6744,49053.0,6745,10000.0,1,2,2,8,0,0,2,0,0,2,1500.0,1000.0,1000.0,600.0,200.0,500.0,1
6745,267845.0,6746,310000.0,2,2,2,8,0,0,0,0,0,0,3000.0,2000.0,2000.0,2000.0,2000.0,1000.0,0
6746,148199.0,6747,50000.0,1,1,2,6,0,0,0,0,0,-2,2100.0,1200.0,1000.0,0.0,0.0,0.0,0
6747,10575.0,6748,150000.0,2,1,1,6,-1,-1,-1,0,0,-1,1054.0,344.0,1193.0,0.0,3000.0,0.0,0
6748,83118.0,6749,50000.0,1,3,1,4,0,0,0,0,0,0,1600.0,1300.0,511.0,700.0,600.0,800.0,1
6749,501971.0,6750,250000.0,2,1,2,7,0,0,2,0,0,2,8722.0,0.0,3010.0,6249.0,0.0,3212.0,0
6750,143687.0,6751,30000.0,2,3,1,4,2,2,2,2,3,2,1700.0,1200.0,1600.0,0.0,1500.0,0.0,1
6751,127032.0,6752,30000.0,1,1,1,7,0,0,0,0,0,0,1338.0,1321.0,727.0,761.0,2500.0,1800.0,1
6752,168312.0,6753,30000.0,2,3,1,3,2,2,2,2,2,2,0.0,3017.0,12.0,3000.0,0.0,4000.0,1
6753,97021.0,6754,20000.0,2,2,1,4,8,7,6,5,4,3,0.0,0.0,780.0,0.0,0.0,0.0,1
6754,116150.0,6755,30000.0,2,1,2,8,0,0,0,0,0,0,1310.0,1322.0,706.0,885.0,1000.0,614.0,0
6755,25330.0,6756,300000.0,1,1,1,4,-1,-1,-1,-1,-1,-1,0.0,24000.0,6666.0,10000.0,8333.0,15449.0,1
6756,5580.0,6757,90000.0,1,2,1,7,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,776.0,0
6757,98138.0,6758,30000.0,1,2,2,8,0,0,0,-1,-1,2,1545.0,0.0,1517.0,25420.0,0.0,980.0,0
6758,817780.0,6759,200000.0,2,2,1,3,0,0,0,0,0,2,5000.0,5000.0,4888.0,10700.0,0.0,10100.0,1
6759,692901.0,6760,180000.0,2,2,2,7,0,0,0,2,2,0,5364.0,8633.0,3600.0,0.0,3700.0,9603.0,0
6760,182814.0,6761,70000.0,2,2,2,8,0,0,0,0,0,-1,2000.0,1500.0,0.0,0.0,30000.0,656.0,0
6761,1858.0,6762,230000.0,2,2,2,7,-2,-2,-2,-2,-1,2,0.0,0.0,0.0,1004.0,0.0,5183.0,0
6762,0.0,6763,240000.0,2,1,1,4,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6763,14482.0,6764,190000.0,2,3,1,5,-1,-1,-1,-1,-1,-1,0.0,3562.0,3869.0,4468.0,12.0,4550.0,0
6764,35781.0,6765,80000.0,2,1,1,7,-2,-2,-2,-2,-2,-2,20000.0,11556.0,0.0,0.0,0.0,0.0,0
6765,403656.0,6766,300000.0,2,2,1,6,0,0,0,0,0,0,3894.0,2783.0,3575.0,1605.0,1520.0,0.0,0
6766,1236009.0,6767,220000.0,2,1,1,6,0,0,0,0,0,0,9639.0,7123.0,7162.0,7419.0,7462.0,8621.0,0
6767,426676.0,6768,340000.0,1,2,1,7,0,0,0,0,0,0,2338.0,2406.0,5000.0,11610.0,5000.0,2971.0,1
6768,140492.0,6769,480000.0,2,1,2,3,-1,-1,-2,-1,-1,-1,6378.0,5096.0,25173.0,25896.0,25108.0,25000.0,0
6769,171918.0,6770,60000.0,2,1,1,8,0,0,0,0,0,0,1432.0,11279.0,1960.0,1000.0,633.0,527.0,0
6770,65591.0,6771,200000.0,1,2,1,7,-1,0,0,0,0,0,5013.0,3038.0,3007.0,5005.0,2056.0,2826.0,0
6771,59335.0,6772,20000.0,1,2,1,3,0,0,2,2,-2,-1,3000.0,30.0,0.0,0.0,150.0,850.0,0
6772,239174.0,6773,110000.0,2,3,2,4,0,0,0,0,0,0,2000.0,2000.0,2000.0,0.0,2000.0,2000.0,0
6773,2288740.0,6774,470000.0,2,2,2,7,0,0,0,0,0,0,300000.0,15937.0,11891.0,120000.0,6380.0,250000.0,1
6774,60850.0,6775,200000.0,1,2,1,5,-1,-1,-1,-1,-2,-2,49007.0,11095.0,0.0,0.0,0.0,53025.0,0
6775,127644.0,6776,130000.0,1,1,2,7,0,0,0,0,0,0,5000.0,1598.0,744.0,2000.0,744.0,3000.0,0
6776,291989.0,6777,80000.0,1,1,1,4,0,0,0,0,0,0,2435.0,1463.0,1039.0,1068.0,1267.0,1000.0,0
6777,0.0,6778,120000.0,2,2,1,7,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6778,161654.0,6779,180000.0,1,1,2,8,0,0,0,0,0,0,19000.0,5000.0,10009.0,22000.0,20000.0,15000.0,0
6779,1509036.0,6780,400000.0,1,2,1,5,0,0,0,0,0,0,11011.0,9816.0,8000.0,7824.0,8700.0,6500.0,0
6780,378382.0,6781,150000.0,1,3,1,4,0,0,0,0,0,0,3008.0,2014.0,1599.0,2014.0,2018.0,1041.0,0
6781,490720.0,6782,640000.0,2,3,2,6,0,0,0,0,0,-1,51644.0,30291.0,41.0,70128.0,19576.0,194014.0,0
6782,344268.0,6783,500000.0,1,1,1,7,1,1,1,1,0,0,20000.0,20012.0,10036.0,15000.0,10000.0,50000.0,0
6783,186614.0,6784,70000.0,2,1,2,8,1,2,2,2,2,2,3100.0,0.0,2600.0,0.0,5100.0,1400.0,1
6784,4437.0,6785,100000.0,2,1,2,8,-1,3,2,-1,-1,-1,0.0,0.0,326.0,326.0,476.0,326.0,0
6785,0.0,6786,80000.0,2,3,1,5,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6786,524294.0,6787,120000.0,2,2,1,7,0,0,0,0,0,0,3081.0,4001.0,3114.0,3232.0,5000.0,4000.0,0
6787,260394.0,6788,210000.0,2,1,2,7,0,0,0,0,0,0,2000.0,2500.0,2000.0,2000.0,2000.0,2000.0,0
6788,57755.0,6789,50000.0,2,1,2,8,-1,-1,2,-1,-1,-2,5000.0,200.0,10610.0,0.0,0.0,0.0,0
6789,98887.0,6790,50000.0,2,2,1,4,0,0,0,0,0,0,1261.0,1200.0,300.0,300.0,287.0,297.0,0
6790,9928.0,6791,260000.0,1,2,1,6,-2,-1,-1,-1,-2,-2,4261.0,6000.0,0.0,0.0,0.0,0.0,0
6791,240.0,6792,20000.0,1,2,2,8,1,-2,-2,-1,0,0,0.0,0.0,2000.0,0.0,0.0,0.0,0
6792,192552.0,6793,30000.0,1,2,1,5,2,2,0,0,0,0,0.0,1634.0,796.0,865.0,1143.0,0.0,0
6793,755177.0,6794,310000.0,2,2,1,7,0,0,0,0,0,0,5118.0,3758.0,3901.0,2206.0,3089.0,3023.0,0
6794,106334.0,6795,100000.0,1,1,2,6,-1,-1,-1,-1,0,0,6200.0,3775.0,22690.0,0.0,0.0,62588.0,0
6795,390.0,6796,300000.0,2,1,1,5,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,1100.0,0
6796,118774.0,6797,30000.0,1,3,1,4,0,0,2,0,0,-2,3630.0,0.0,1300.0,0.0,0.0,0.0,0
6797,530546.0,6798,320000.0,1,2,2,6,0,0,0,0,0,0,8100.0,6000.0,7000.0,2.0,0.0,2003.0,0
6798,473694.0,6799,120000.0,2,1,2,7,0,0,0,0,0,0,3014.0,5000.0,5000.0,2726.0,4000.0,3000.0,0
6799,158988.0,6800,80000.0,1,2,2,8,0,0,0,0,0,2,1414.0,1388.0,1000.0,2180.0,0.0,929.0,1
6800,104999.0,6801,20000.0,1,3,1,3,2,2,2,0,0,0,2200.0,1000.0,1000.0,1000.0,1000.0,900.0,1
6801,2520.0,6802,380000.0,1,1,1,3,-2,-2,-2,-2,-2,-2,360.0,360.0,720.0,0.0,360.0,360.0,0
6802,889959.0,6803,180000.0,2,1,2,7,0,0,0,0,0,0,7000.0,4900.0,15000.0,10000.0,6000.0,6500.0,0
6803,52019.0,6804,50000.0,1,2,2,8,0,0,0,-2,-2,-2,1000.0,0.0,0.0,0.0,0.0,0.0,0
6804,0.0,6805,280000.0,1,1,2,6,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6805,71517.0,6806,30000.0,2,3,2,4,0,0,0,0,0,0,1518.0,1000.0,1000.0,0.0,1000.0,0.0,0
6806,148092.0,6807,100000.0,1,2,2,8,2,0,0,-2,-2,-1,3000.0,0.0,0.0,0.0,500.0,500.0,1
6807,101389.0,6808,30000.0,1,1,2,4,0,0,0,0,-1,2,1850.0,4700.0,1000.0,930.0,0.0,0.0,0
6808,638492.0,6809,160000.0,2,2,2,7,0,0,0,0,0,0,4507.0,4000.0,3500.0,3300.0,3500.0,3000.0,0
6809,28522.0,6810,210000.0,1,1,1,5,-1,-1,-1,-1,-1,-1,6090.0,8369.0,5346.0,1590.0,4934.0,3568.0,0
6810,46185.0,6811,10000.0,1,1,2,7,0,0,0,0,0,0,1200.0,1000.0,1000.0,1000.0,59.0,0.0,0
6811,141097.0,6812,420000.0,2,2,2,6,-1,-1,-1,0,-1,-1,16647.0,33595.0,16000.0,36625.0,23317.0,23983.0,0
6812,389878.0,6813,400000.0,2,1,1,6,-2,-1,0,0,0,0,78130.0,20000.0,93000.0,30000.0,20000.0,12014.0,0
6813,394243.0,6814,70000.0,2,1,2,7,0,0,0,0,0,0,2134.0,1600.0,1587.0,1700.0,2000.0,1900.0,0
6814,332752.0,6815,110000.0,1,2,2,7,0,0,0,0,0,0,2600.0,2100.0,2000.0,2000.0,1500.0,1000.0,0
6815,234589.0,6816,300000.0,1,1,1,3,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6816,322665.0,6817,120000.0,2,1,2,8,-1,0,0,0,0,0,35000.0,100000.0,0.0,0.0,0.0,2750.0,0
6817,85148.0,6818,180000.0,1,1,2,8,0,0,0,0,0,0,5000.0,3000.0,8700.0,1500.0,600.0,4000.0,0
6818,483597.0,6819,400000.0,1,1,1,4,0,0,0,0,0,0,4237.0,4000.0,100000.0,5000.0,4183.0,3613.0,0
6819,241950.0,6820,100000.0,1,1,1,4,0,0,0,0,0,0,2000.0,2000.0,1600.0,1800.0,1800.0,1700.0,0
6820,1065039.0,6821,220000.0,2,2,1,7,-2,-2,-2,-2,-2,-1,6243.0,6376.0,7942.0,8270.0,170000.0,6002.0,1
6821,3307.0,6822,220000.0,2,2,1,4,-1,-1,-1,-1,-1,-1,316.0,316.0,956.0,1087.0,316.0,4342.0,0
6822,694066.0,6823,140000.0,2,2,1,8,0,0,0,0,0,0,10000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
6823,581770.0,6824,90000.0,2,2,1,3,0,0,0,0,0,0,4000.0,3330.0,3087.0,3162.0,4496.0,4003.0,1
6824,177136.0,6825,30000.0,2,1,2,8,0,0,0,0,0,0,1804.0,2000.0,1200.0,1600.0,1211.0,1165.0,0
6825,8418.0,6826,240000.0,2,1,2,7,0,0,-1,-1,-1,-2,1000.0,454.0,2500.0,0.0,0.0,0.0,0
6826,655759.0,6827,110000.0,2,1,1,6,0,0,2,2,0,0,10800.0,3808.0,0.0,4000.0,5000.0,5000.0,0
6827,255824.0,6828,60000.0,2,1,2,8,2,2,2,2,2,3,5200.0,0.0,4000.0,3500.0,0.0,0.0,1
6828,75620.0,6829,20000.0,1,2,2,8,1,5,4,3,2,0,0.0,0.0,0.0,0.0,3000.0,5000.0,1
6829,1064981.0,6830,180000.0,1,2,1,3,0,0,0,0,0,0,7900.0,8000.0,7000.0,6565.0,6800.0,6100.0,1
6830,324606.0,6831,130000.0,2,2,2,8,0,0,0,0,0,0,2758.0,2741.0,2175.0,1874.0,1525.0,0.0,0
6831,267727.0,6832,130000.0,2,3,1,6,0,0,0,0,0,0,1740.0,1711.0,1587.0,1823.0,1956.0,1125.0,0
6832,284521.0,6833,70000.0,1,1,2,8,2,0,0,0,0,0,2214.0,3510.0,1720.0,1780.0,1800.0,1900.0,0
6833,57662.0,6834,10000.0,1,2,1,5,-1,2,0,0,2,2,0.0,1200.0,1000.0,0.0,1000.0,0.0,1
6834,1914.0,6835,50000.0,2,1,2,8,-2,-2,-2,-2,-2,-2,1020.0,0.0,0.0,0.0,0.0,0.0,0
6835,27138.0,6836,190000.0,2,1,1,7,-1,3,2,-1,-1,-1,0.0,0.0,14724.0,0.0,0.0,25000.0,0
6836,290582.0,6837,60000.0,1,2,2,6,0,0,0,0,0,0,3083.0,1857.0,1289.0,1615.0,1484.0,2500.0,0
6837,112899.0,6838,20000.0,1,1,2,8,1,2,2,0,0,0,3000.0,0.0,653.0,900.0,3000.0,27.0,1
6838,468966.0,6839,80000.0,2,2,2,5,2,2,2,2,2,2,9625.0,3000.0,2900.0,3000.0,3000.0,0.0,1
6839,292821.0,6840,500000.0,2,1,1,3,-1,-1,-1,0,0,0,86992.0,37272.0,0.0,65428.0,1221.0,21984.0,0
6840,-29480.0,6841,220000.0,1,3,1,3,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6841,14755.0,6842,230000.0,2,2,1,6,-2,-2,-2,-2,-2,-2,2914.0,1406.0,2735.0,3241.0,913.0,0.0,0
6842,100200.0,6843,20000.0,1,2,2,8,2,2,2,2,2,0,1500.0,0.0,1500.0,0.0,2000.0,1500.0,0
6843,138612.0,6844,50000.0,1,2,2,5,0,0,0,0,-1,-1,1487.0,1200.0,399.0,390.0,540.0,390.0,1
6844,570291.0,6845,120000.0,2,1,2,7,0,0,0,0,0,0,4000.0,5000.0,3000.0,3300.0,3010.0,3000.0,0
6845,615383.0,6846,130000.0,2,2,2,6,0,0,0,0,2,0,4050.0,5600.0,7800.0,0.0,3900.0,3100.0,1
6846,5998.0,6847,230000.0,2,1,2,8,2,-1,-1,-1,-1,0,363.0,363.0,372.0,1971.0,1000.0,865.0,0
6847,645144.0,6848,350000.0,1,1,2,7,0,0,0,0,0,0,30000.0,25000.0,5000.0,5000.0,4000.0,5000.0,0
6848,34937.0,6849,300000.0,2,1,2,5,-2,-2,-2,-2,-2,-2,2060.0,2004.0,2003.0,1726.0,692.0,116422.0,0
6849,322835.0,6850,70000.0,2,2,2,3,0,0,0,0,0,0,2124.0,2311.0,1622.0,1674.0,1677.0,1697.0,0
6850,1405322.0,6851,280000.0,1,1,2,6,0,0,0,0,0,0,10000.0,10059.0,5201.0,5211.0,5500.0,5500.0,0
6851,134381.0,6852,60000.0,2,2,1,8,0,0,0,0,0,0,1369.0,1336.0,927.0,801.0,4000.0,5000.0,1
6852,1071645.0,6853,310000.0,1,2,2,5,0,0,0,0,0,0,7000.0,6630.0,6379.0,6586.0,7086.0,7522.0,1
6853,590882.0,6854,290000.0,1,3,2,6,0,0,0,0,0,0,1200.0,135000.0,5200.0,5500.0,5500.0,5400.0,1
6854,823872.0,6855,180000.0,1,1,1,6,1,2,2,2,2,2,5000.0,0.0,11000.0,700.0,10300.0,0.0,1
6855,-1272.0,6856,340000.0,2,1,2,4,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,154.0,0
6856,28502.0,6857,360000.0,2,1,2,7,-2,-2,-2,-2,-2,-2,2500.0,7740.0,3260.0,3884.0,4352.0,4509.0,0
6857,12162.0,6858,180000.0,2,1,1,6,-1,0,0,0,0,0,1503.0,1400.0,250.0,228.0,106.0,1601.0,1
6858,169851.0,6859,30000.0,2,3,1,4,0,0,0,0,0,0,1751.0,1700.0,2500.0,1000.0,2000.0,4034.0,0
6859,155768.0,6860,100000.0,1,1,2,7,0,0,0,0,0,0,2000.0,2000.0,1700.0,1500.0,1500.0,1700.0,0
6860,413907.0,6861,180000.0,1,2,1,5,0,0,0,0,0,0,3800.0,3000.0,2500.0,2800.0,3000.0,2000.0,0
6861,732007.0,6862,210000.0,2,1,2,7,2,2,2,2,0,0,9735.0,4000.0,0.0,4000.0,3850.0,12203.0,1
6862,703676.0,6863,180000.0,2,2,1,6,0,0,0,0,0,0,6000.0,5700.0,5000.0,4600.0,6000.0,3500.0,0
6863,203059.0,6864,60000.0,2,3,3,4,0,0,2,2,-1,0,3689.0,0.0,0.0,20907.0,400.0,0.0,0
6864,2063747.0,6865,500000.0,1,1,2,7,0,0,0,0,0,0,40000.0,300018.0,15000.0,17000.0,15000.0,11100.0,0
6865,50097.0,6866,200000.0,2,2,1,6,0,0,0,0,0,0,1274.0,1284.0,1000.0,2000.0,1000.0,574.0,0
6866,684960.0,6867,610000.0,2,2,1,5,0,0,0,0,0,0,5002.0,5000.0,4006.0,10000.0,7000.0,5000.0,0
6867,171138.0,6868,50000.0,1,2,2,7,0,0,0,0,0,0,2000.0,2083.0,2000.0,2000.0,1000.0,1000.0,0
6868,34209.0,6869,80000.0,2,6,2,8,0,0,0,-2,-1,0,3000.0,0.0,0.0,45568.0,3000.0,3001.0,0
6869,511882.0,6870,210000.0,1,1,2,5,0,0,0,0,0,0,107651.0,2861.0,2388.0,3000.0,3000.0,2500.0,0
6870,174841.0,6871,50000.0,1,1,2,3,1,2,0,0,0,0,52.0,2176.0,334.0,336.0,375.0,1000.0,0
6871,94176.0,6872,360000.0,1,1,1,3,-1,-1,-1,-1,-1,-1,15008.0,43065.0,4650.0,12132.0,13953.0,2200.0,0
6872,67735.0,6873,240000.0,1,2,2,7,-2,-2,-1,-1,-1,-1,2010.0,2613.0,5076.0,2464.0,2428.0,4170.0,0
6873,76797.0,6874,20000.0,1,3,1,3,0,0,0,0,2,0,1508.0,1216.0,1116.0,0.0,490.0,658.0,0
6874,4116.0,6875,10000.0,1,1,2,8,0,0,-1,-1,-1,-1,0.0,390.0,390.0,390.0,0.0,780.0,1
6875,175309.0,6876,30000.0,2,2,2,8,2,0,0,0,0,0,1500.0,1600.0,1500.0,1000.0,3000.0,0.0,1
6876,146696.0,6877,360000.0,1,0,2,7,0,0,-1,0,0,-1,23000.0,12280.0,25007.0,25008.0,1767.0,3300.0,0
6877,291644.0,6878,260000.0,1,1,2,7,0,0,0,0,0,0,6000.0,5000.0,5000.0,4000.0,5000.0,5000.0,0
6878,307743.0,6879,100000.0,1,2,1,3,0,0,0,0,0,0,2416.0,3000.0,1500.0,2000.0,1360.0,1500.0,0
6879,7462.0,6880,500000.0,2,2,1,5,-1,-1,-1,-1,-1,-2,0.0,2321.0,2928.0,0.0,0.0,0.0,0
6880,297328.0,6881,70000.0,2,3,2,5,0,0,0,0,0,0,3085.0,2808.0,2455.0,1337.0,2000.0,882.0,0
6881,29699.0,6882,200000.0,2,1,1,5,-2,-2,-2,-1,2,-1,0.0,0.0,329.0,0.0,2865.0,801.0,0
6882,907843.0,6883,230000.0,2,5,2,4,0,0,0,0,0,0,5400.0,5500.0,5700.0,6000.0,6000.0,6000.0,0
6883,67285.0,6884,200000.0,1,2,2,6,-1,-1,-2,-1,-1,-1,0.0,0.0,2989.0,9059.0,52546.0,10380.0,0
6884,576469.0,6885,110000.0,1,2,1,5,2,2,2,0,0,2,4826.0,5.0,4000.0,7300.0,0.0,4000.0,1
6885,54906.0,6886,260000.0,2,1,2,6,0,0,0,0,0,0,1340.0,4036.0,204.0,8122.0,0.0,200.0,0
6886,4091.0,6887,50000.0,2,3,3,3,-1,-1,-1,0,0,2,390.0,911.0,559.0,390.0,0.0,390.0,0
6887,210188.0,6888,50000.0,1,2,2,4,0,0,0,0,0,0,2504.0,1590.0,701.0,803.0,1000.0,671.0,0
6888,26152.0,6889,80000.0,1,2,2,8,0,-1,2,-1,-1,-2,1000.0,0.0,1000.0,0.0,1000.0,0.0,0
6889,23921.0,6890,260000.0,1,1,2,7,-1,-1,-1,-1,-1,-1,4497.0,4035.0,2111.0,2653.0,4054.0,5014.0,0
6890,246672.0,6891,80000.0,1,1,2,7,0,0,0,0,0,0,5000.0,3000.0,5000.0,5000.0,3000.0,2000.0,0
6891,312459.0,6892,80000.0,2,1,2,7,0,0,0,0,0,0,2000.0,3305.0,3000.0,7767.0,7007.0,5000.0,0
6892,14480.0,6893,200000.0,2,5,1,6,-1,-1,-1,-1,-1,-1,3011.0,747.0,4164.0,2874.0,1418.0,2148.0,0
6893,2030358.0,6894,370000.0,2,2,2,7,4,3,2,0,0,0,0.0,0.0,10019.0,11000.0,10000.0,10000.0,1
6894,294826.0,6895,60000.0,2,1,1,4,2,2,2,2,2,2,2000.0,2000.0,2000.0,2000.0,1806.0,2300.0,1
6895,140286.0,6896,260000.0,1,1,2,7,1,2,-1,-1,-1,-2,778.0,29423.0,10000.0,0.0,0.0,24450.0,0
6896,70798.0,6897,30000.0,1,2,2,6,3,2,2,0,0,0,1228.0,0.0,553.0,1825.0,0.0,0.0,1
6897,384206.0,6898,120000.0,1,2,2,7,1,2,2,2,2,2,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,1
6898,787105.0,6899,130000.0,2,3,2,5,0,0,0,2,0,0,7500.0,10000.0,0.0,4500.0,4500.0,4179.0,0
6899,0.0,6900,160000.0,2,3,1,5,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0
6900,89530.0,6901,230000.0,2,2,2,7,-1,-1,-1,-1,0,0,4317.0,1421.0,10452.0,700.0,57229.0,2500.0,0
6901,605733.0,6902,300000.0,2,1,2,8,0,0,-1,-1,0,-1,7877.0,5016.0,5008.0,10032.0,2977.0,11875.0,0
6902,33111.0,6903,180000.0,2,2,2,7,-2,-1,-1,-1,-1,-1,6028.0,6028.0,3996.0,9066.0,3997.0,6992.0,0
6903,983.0,6904,80000.0,2,2,2,8,1,-2,-2,-1,-1,-1,159.0,0.0,110.0,390.0,1884.0,0.0,1
6904,335075.0,6905,180000.0,2,4,1,7,0,0,0,-1,-1,-1,3735.0,2231.0,15147.0,2187.0,7382.0,850.0,0
6905,149270.0,6906,50000.0,1,2,2,8,3,2,0,0,0,0,9.0,1210.0,1000.0,6000.0,1060.0,780.0,1
6906,8693.0,6907,10000.0,1,2,1,2,-2,-2,-2,-2,-2,-2,1939.0,2040.0,1938.0,0.0,0.0,0.0,0
6907,36334.0,6908,50000.0,1,2,2,4,-1,-1,-1,-1,0,0,26060.0,0.0,3472.0,2320.0,1764.0,2841.0,0
